marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,29355278,R1W0ZHBFUM9DZC,B00HFQQ0VU,311309827,Waterpik Aquarius Water Flosser,Beauty,5,2,2,N,Y,It's easy to use,"Purchased for my child to clean around her palatal expander and she loves it! It's easy to use, sleek looking and gets the job done.",6/18/2015
US,26951431,RC5DHVFSXEOQ6,B00KCFAZTE,100743892,"InstaNatural Eye Gel Cream - Wrinkle, Dark Circle, Fine Line & Redness Reducer - Pure & Organic Anti Aging Blend for Men & Women with Hyaluronic Acid - Fight Bags & Lift Skin Under Eyes – 50ml…",Beauty,4,0,0,N,N,I like the consistency of this eye cream since it is ...,I like the consistency of this eye cream since it is very light. I have been using it almost every morning and night for the past month and the area around my eyes seem moisturized.,8/31/2015
US,19412240,RYK65DUL16F44,B001ADSPT4,24347910,Palladio Rice Powder,Beauty,5,0,0,N,Y,Rice Powder,"Love this stuff. It is all I use and have been using for years. I do prefer the 'loose\\"" powder, but cannot find it.",11/1/2012
US,44954347,R2VKO18LKJJXOW,B000J3ZMQA,370397243,Nubian Heritage Coconut & Papaya Soap,Beauty,4,1,1,N,Y,Great for the price,I've received many bars for a good price.<br />It leaves my skin with a rich scent.<br />I don't have dry skin anymore.,7/16/2015
US,48807854,R38SGJAKWNMRQL,B004OHQR1Q,709054453,"Dotting 5 X 2 Way Marbleizing Dotting Pen Set for Nail Art Manicure Pedicure, 4 Ounce",Beauty,5,0,0,N,Y,Five Stars,These do just the trick. Thank you!,8/21/2015
US,43231348,RPCDX0PPY95MQ,B001ET77H0,147708604,"Brut Deodorant, Round Solid, 2.5 Ounces (Pack of 6)",Beauty,5,3,3,N,Y,I'd give this 10 stars if I could,"Brut stick flat out works for me, even though this is a non aluminum deodorant. Most non aluminum deodorants I've tried do not keep arm pit odor away. They'll work for a few hours but not all day. This deodorant works all day for me, and I like the small diameter stick size vs. the wider bar types of deodorants. Some would call this a travel size. Another plus is the light fougere scent that does not scream &#34;Hey!, I'm wearing deodorant&#34;. None of that here",2/28/2014
US,21298809,R2JWXN5LX81SLJ,B007G4TVI0,400720811,OPTP Original McKenzie Cervical Roll - (703) Pillow for spine and neck support during sleep,Beauty,5,0,0,N,Y,Great,As expected.,8/30/2015
US,50641417,R1OL5HL7KCFSSA,B00C2GNK02,967772237,EyeBuyExpress Rectangle Black Reading Glasses Half Rim Spring Hinges,Beauty,5,21,21,N,Y,Great purchase,"Great buy, I really like these glasses. They are lightweight, clear, and seem to be very well made. They even came with a nice case and cleaning cloth, lively color that make a nice contrast with the fact that I now need glasses to read... I realize glasses are very personal and taste is unique to each individual, with that disclaimer, these are great in my view.<br /><br />Eye Buy Express customer service is also very courteous and helpful. Best of luck...",10/20/2014
US,26433988,R3VD5BGWDP9UC,B00112TIIQ,497314489,"Clubman Superhold Styling Gel, 16 oz",Beauty,5,0,0,N,Y,Good Hold & Scent,"Great gel! It smells great and the hold is great also. I have the right-part hairstyle and this works very well with what I want. I also like how it has an open-jar design versus the bottles you have to squeeze. With this design, I can just simply open it and style my hair without getting the jar dirty like I did with the squeeze-bottle design. And it definitely adds a nice shine to your hair also after the gel dries.",7/9/2015
US,36843062,R1K84WWYZ6KILW,B00SAQ9DZY,292127037,"12 New, High Quality, Amber 2 ml (5/8 Dram) Glass Bottles, with Orifice Reducer and Black Cap.",Beauty,5,1,1,N,Y,Love them!,Absolutely love these. I bought them to put essential oils in them and they are quite amazing. They work perfectly and are good quality. I would recommend these!,8/7/2015
US,27985516,RNFUAH5QMAEB8,B00BEEK5II,240455598,Elemis Pro-Collagen Marine Cream - 1.7 fl. oz.,Beauty,1,1,3,N,Y,Beware!,Broke out next morning. Tossed it!,7/24/2015
US,8373915,R3UA4S4Y70QVZ5,B001SYWTFG,111742328,CoverGirl Queen Collection Perfect Point Plus Eyeliner Black Onyx 200,Beauty,4,0,0,N,Y,It was good.,"It was a nice product. The only thing I didn't like about it was how thick the tip was. It was not as pointy as I thought it was be, but overall it was a nice product.",8/19/2013
US,11470072,R1QCTRT6T9KD8T,B004SE9J1K,672383577,"Its a 10 it&#39s a 10 Miracle Leave-in Plus Keratin, (4.0 oz)",Beauty,5,0,0,N,Y,great price and fast,"As described, great price and fast shipping",8/31/2015
US,35451889,RQ0NGF8TZZXHU,B00SM99KWU,116158747,Biore UV Aqua Rich Watery Essence SPF50+/PA++++ (pack of 2),Beauty,3,1,2,N,Y,Alcohol in this leaves my face feeling dry and tight ...,Alcohol in this leaves my face feeling dry and tight. Gave this to my sil who likes it. The hunt continues!,7/25/2015
US,11801129,R155NWFXRI5SYX,B00IMPUTGU,206838296,"Sweet Almond Oil for Skin, Hair and Face - Large 16oz - WITH PUMP + FREE Recipe eBook! - All Natural Sensual Massage Oil - Use with Essential Oils and Aromatherapy as a Carrier and Base oil",Beauty,4,0,0,N,N,Four Stars,The oi is great but the offer to receive this for $3.00 was not honored.,8/26/2015
US,32087954,R1IDTPEEM3TFDC,B00M1SUW7K,246816549,"Can You Handlebar All-Natural Secondary Moustache Wax : Extra Strength, Firm Hold",Beauty,1,2,4,N,Y,Complete waste. Threw it away.,I read the reviews and did not take warning. When I first opened it I found the wax was so hard it rattled in the tin. I too got the email from the owner on how to prepare it prior to use. I put it in hot water to melt it. The best way I can explain it is it's like sticking your finger in hot candle wax. As soon as it touches your finger the wax begins to hardens before you can get it to your mustache. It is an absolute hassle to try and use. After 3 days I gave up and threw it in the trash. Don't waste your money.,7/9/2015
US,11840363,R1ER4TRRXM1ZXW,B001ADSPT4,24347910,Palladio Rice Powder,Beauty,5,4,5,N,Y,Fine and Silky Setting Powder,"Powder is very fine and silky. I am a blonde with green eyes so my skin tone is fair to medium. Ordered the natural shade, but it is a little too color rich for me. Next time I will order translucent. It is a little container, but a little goes a long way. Not using the puff that comes with it, but using a brush. A light tap of powder sets my makeup for the day. Used sparingly, does not clog or cake. Minimizes shine but lets skin breath and glow. Good value, good product. Will buy again.",9/27/2012
US,11492886,RFW0YMEEG66SZ,B001AT00MI,432194503,"Clubman Club Mend, 4 Fluid Ounce",Beauty,2,1,2,N,Y,Razor bumps,This product was very strong and in the end it did not cure my issues. I hoped this could end my embarrassing razor bumps on my nape but it fell into the same category with all other products that claim yo cure follicullitis barbae,3/4/2013
US,15054266,R3O8NPC1UT09ZZ,B001ADSPT4,24347910,Palladio Rice Powder,Beauty,5,23,25,N,Y,better than anything,"this is the best, it is much better than the clinique ones! and there is something about the rice powder that makes my sking looks healthier too, it also helps to prevent break outs. I strongly recomend it",8/19/2009
US,11678643,R3OZ29GPJVHU6B,B00PATJU8Y,379370722,TRESemmé PERFECTLY (UN)DONE Hair Spray 7.7 oz,Beauty,3,0,0,N,Y,Maybe it just isn't for me.,"The smell wasn't awful, but it wasn't great either. It wasn't a summer-y smell you'd expect with the smell of the ocean in your hair. I didn't like how it seemed to need a lot to get the affect I was expecting. Maybe it just isn't for me.",8/4/2015
US,13615383,RF9WO7H0EAECG,B001AT00MI,432194503,"Clubman Club Mend, 4 Fluid Ounce",Beauty,5,0,0,N,Y,quick drying and awesome closure cap,"Razor burn, nicks and irritations seem to disappear instantly! Pleasant smell, quick drying and awesome closure cap.",8/10/2014
US,38113689,R13IOL6XQM430C,B00BEEK5II,240455598,Elemis Pro-Collagen Marine Cream - 1.7 fl. oz.,Beauty,4,3,3,N,Y,I really like this cream,"I really like this cream, especially for the price I find at Amazon. However, 1 jar only lasted just shy of 8 weeks (I'm on my 2nd jar now). That breaks down to $1 a day to moisturize my face/neck! I saw one reviewer said it lasts her 6-7 months. I can't see how that is possible. I probably use a pea size, morning and night, and it doesn't feel like I'm overdoing it. Not sure yet if I'll reorder because it doesn't go very far but I really do like the cream.",1/28/2015
US,28955788,R2Z3C58PMPJMLQ,B002WTCK50,147194821,DenTek Temparin One Step Max Hold 2.64 gram,Beauty,5,0,0,N,Y,Five Stars,Good value good product,12/21/2014
US,48956780,R1IZI6CMBXLR5C,B00C2GNK02,967772237,EyeBuyExpress Rectangle Black Reading Glasses Half Rim Spring Hinges,Beauty,5,1,1,N,Y,Five Stars,I'm reading through them right now. Quality and affordable.,6/24/2015
US,5173631,RBNZ3J4SBNWG4,B00TPEKNZY,628818846,EM-3513W Sleep Mask,Beauty,5,0,0,N,Y,Perfect to solution to sleeping during the day!,"This product came exactly as shown and described. It's very comfortable and stays on while asleep very well. I work night shift, and this is a perfect solution to sleeping during the day! The mask blocks out all the light.",8/21/2015
US,12440729,RO6VYT864B783,B000FRWNL2,205576691,Revlon Perfect Heat Jumbo 3 Barrel Waver,Beauty,5,3,4,N,Y,Makes wavy curls perfect for teenage daughter,"I bought this for my 13 year old daughter. She is always trying to get her long hair to have &#34;beachy waves.&#34; I saw this work on a friend's short hair and thought it might do the trick. She looked at it sideways when I first gave it to her, but after she tried it she was amazed. It made her hair have big curls. Her hair does have natural wave, but this iron defines the curl. It's also very easy to use. It's a crimper style iron. You open it and press it down on the hair, and then release. So you are not wrapping the hair like a curling iron. Her hair goes past her shoulders, but my friends hair was just past her ears. It worked on both the short hair and the longer hair.",1/7/2015
US,2986231,R37NMQO03E018T,B00W2U437W,884895186,"XTAVA Define Lashes Volumizing Waterproof Mascara (Black) - Long-wear Formula with Easy-On Easy-Off Technology (TM) - Fiber Thickening & Lash Lengthening Voluminous Mascara - Smudge, Clump and Flake Resistant - Cruelty Free",Beauty,3,3,5,N,N,It's An Alright Mascara.,"I have one brand of mascara that seems to work wonderfully for me, and it gives me all the results that I want. I wore this Xtava mascara on one eye, and my favorite mascara on the other to see how well they would match up against each other.<br /><br />First, the Xtava mascara does define the lashes very well. My problem was how many passes and coats I had to apply to get a good color coverage. It took about 3 coats to equal up to what one coat of my favorite looks like. As far as how long it lasts, it did a good 6 hours before I needed to touch up, and I also had to touch up my favorite mascara as well. So not bad there. This mascara didn't have any flaking either, so that's good. And as far as it holding up against water, it did that great as well. My other mascara isn't waterproof, so I couldn't compare.<br /><br />Overall it's not bad, but it wasn't good enough to change me over from my current favorite brand. HOWEVER, if I need a waterproof mascara, I will reach for this one, or recommend it to my family/friends.<br /><br />Please note that I was sent this product complimentary to try out in my home in order to share my honest experience, thoughts and review.",8/21/2015
US,38140900,RV7ZO3NEPZQ3F,B001BKR5X8,273206673,India Temple Incense - Song of India - 120 Stick Large Box,Beauty,5,0,0,N,Y,Five Stars,Nice subtle incense fragrance. A new favorite!,7/22/2015
US,4028997,R26I0TOLTRCJNF,B004OHQR1Q,709054453,"Dotting 5 X 2 Way Marbleizing Dotting Pen Set for Nail Art Manicure Pedicure, 4 Ounce",Beauty,5,0,0,N,Y,Fun Item,Love the different tip sizes,8/31/2015
US,47644800,RKME4BWOZO65X,B001ET77H0,147708604,"Brut Deodorant, Round Solid, 2.5 Ounces (Pack of 6)",Beauty,5,1,1,N,Y,"The original scent, the original round stick and formula... Smell like a man! And at a great price!","This is the original version of the deodorant we all grew up with, not the newer more powdery smelling stuff, with the classic round stick! Woohoo!<br /><br />Smell like a man. Use this stuff! AND, it's at a bargain price compared to CVS and the like!",4/25/2015
US,40250364,R1QG1CVAW8PBFJ,B004VM9JCS,22707685,"Burt's Bees Eye Cream for Sensitive Skin, 0.5 Ounces",Beauty,5,0,1,N,Y,LOVE it,I LOVE this eye cream. this is my second time buying it because i ran out. it's definitely sensitive and it helps with the dark circles around my eyes. i also like to keep it in the fridge and apply it cool.,8/22/2015
US,32947249,R31JSHAYYSFHEQ,B0016J22EQ,106393691,"Alba Botanica Sunless Tanning Lotion, 4 Ounce",Beauty,5,0,0,N,Y,I absolutley LOVE this new formula,"I absolutley LOVE this new formula! Pleasant smell, and it leaves my skin soft and lightly tanned. Not orange-y, or cakey. By far the best sunless tanner I've used to date!!",6/22/2015
US,46347122,RO2GU6PMXRK3E,B001SYWTFG,111742328,CoverGirl Queen Collection Perfect Point Plus Eyeliner Black Onyx 200,Beauty,5,0,0,N,Y,Great eyeliner,"This is good eye liner. It applies nicely and it goes on evenly. I like the look of a python black line around eye , this is affordable for the quality of the product!",9/1/2013
US,28641578,R1QZ5DCZRS8EIH,B00KA5R3KU,934411652,"Jerdon J1015 LED Lighted Makeup Mirror with 5x Magnification, White Finish",Beauty,3,0,0,N,Y,Lighting is not complimentary...,The lighting is very blue/white....,6/8/2015
US,9099810,R1N4V9BHGNXOVG,B005F2EVMQ,255803087,"Bifesta Mandom Eye Makeup Remover, 145ml",Beauty,5,2,2,N,Y,The best make up remover!,This is just about the best eye and lips make up remover I ever used!<br />One day I used my simple make up cleansing water to remove my lipstick. After I'm done I used the Mandom to clean it again and there's still some light color on the cotton pad that haven't been removed by the Simple.<br />I don't wear make up a lot except lipsticks but I'll totally but this again.,8/28/2015
US,15540823,R3H8YRPI8ISS3W,B0016J22EQ,106393691,"Alba Botanica Sunless Tanning Lotion, 4 Ounce",Beauty,4,0,0,N,N,I have used this for some time and always happy with it,I have used this for some time and always happy with it. They used to make one with spf and I wish Alba brought this product back.,6/26/2015
US,5356306,R3LCDKYV7V7A4R,B00VXHY6KY,546527800,"Majestic Pure Essential Oil, 100% Pure and Natural with Therapeutic Grade, Premium Quality Oil 4fl",Beauty,4,0,0,N,Y,I like Tea Tree,Sharp smell but works.,8/26/2015
US,47346540,R2D8RXUUCX76JC,B00C2GNK02,967772237,EyeBuyExpress Rectangle Black Reading Glasses Half Rim Spring Hinges,Beauty,5,1,1,N,Y,Five Stars,Perfect. Couldn't find 1.0s at a retail store and these were exactly what I needed.,8/19/2015
US,7558270,R11OZEX8VBF9WH,B004VM9JCS,22707685,"Burt's Bees Eye Cream for Sensitive Skin, 0.5 Ounces",Beauty,1,1,2,N,Y,I also purchased the Burt's Bees Sensitive face lotion in this line and it works great for my face and eyes,This did nothing for my eyes. I also purchased the Burt's Bees Sensitive face lotion in this line and it works great for my face and eyes.,8/18/2015
US,13989875,R3SWN3NMAADGNQ,B00KYUXIOG,323338337,YEOUTH Best Anti Aging Vitamin C Serum with Hyaluronic Acid & Tripeptide 31 Trumps ALL Others. 100% Guaranteed,Beauty,3,0,0,N,Y,Three Stars,I haven't seen much change but I keep hoping. I use it every day.,8/29/2015
US,4767660,R1DA1V1640010X,B002JPJ2ZS,507629966,Viviscal Extra Strength Hair Nutrient Tablets,Beauty,5,10,11,N,Y,Five Stars,This works from inside out...lots of new hair,8/10/2015
US,48182689,R1DE9WW1TCJVK9,B008Y9M412,874223919,Etude House Fresh Cherry Tint # 02 RD301,Beauty,5,14,16,N,Y,my favorite,"this is my favorite lip product. It is a VERY bright red. You do have to use a few layers if you want it that bright, and it doesn't stay on forever, and no, it's not a gloss, so not moisturizing. But you can use it for blush and lip tint. For me it's SO flattering, and it's something I wear just about every day in all seasons!! I had this on one day when I went into the gym after work and like every guy's head turned!! yet it somehow looks natural, in that it doesn't look too neon or anything like that. I just wish it was cheaper...One thing I don't like is that it isn't very hygienic to put it on your lips and then your cheeks because you could spread bacteria...so I try to take it out and put it onto my finger to apply (instead of putting the wand directly on my lips).",6/17/2014
US,24964852,R336X57PDCYL9P,B001ET77H0,147708604,"Brut Deodorant, Round Solid, 2.5 Ounces (Pack of 6)",Beauty,1,1,2,N,N,Burned my pits,"I liked it, but it caused burns to my skin. If it works for you, fine; it did not work for me. Yes, I smelled less bad, but I had horrible rash and one big, pus filled sore from it.",7/7/2015
US,31660036,R36VTX21UECDAC,B00L0R5494,939153087,"Maybelline New York The Nudes Eye Shadow Palette, 0.34 oz.",Beauty,5,0,0,N,Y,Five Stars,Bought for my daughter for Christmas. She loves it.,8/29/2015
US,5152080,R1LT8ZPT0I8PYH,B00TR6HX76,49538905,"Cynergy Health Science Organic Vitamin C Serum - 20% Vitamin C Serum plus Vegan Hyaluronic Acid with Aloe for Reducing Sun Spots, Age Spots, Anti-Aging and Anti-Wrinkle Skin",Beauty,5,0,0,N,N,Five Stars,Skin is getting better.,8/27/2015
US,50507317,R1YCZ7GA8T8ULR,B004VM9JCS,22707685,"Burt's Bees Eye Cream for Sensitive Skin, 0.5 Ounces",Beauty,2,2,2,N,Y,"Disappointing eye cream, more of a lotion than a cream.","I was disappointed with this eye cream as normally Burts Bees products are excellent. However, this was a very runny lotion, not creamy like I was looking for. It actually irritated my eyelids, so I stopped using it.",6/28/2015
US,41326078,R3MZLCCAR1V4BD,B00H9A40R8,930798282,Old Spice Men's Shaver,Beauty,5,0,0,N,Y,Five Stars,works well for the price,8/25/2015
US,48376671,R3XJHXIFKKWKV,B003UKKH6O,10034795,Oral-B Vitality Prowhite Rechargeable Electric Toothbrush 1 Count,Beauty,5,0,0,N,N,Good toothbrush at a great price...,"Been using this make/model for years, so when i saw it at a really great price i purchased it as a spare.. They cost MUCH more in the stores...",7/4/2015
US,20579960,R10RKGI9EXZ5H0,B001AT00MI,432194503,"Clubman Club Mend, 4 Fluid Ounce",Beauty,5,1,3,N,Y,Perfect after shave burn treatment - suave,"I currently use a Melaleuca product called Alloy for my after shave balm. It is very good and I have been happy with it. I decided to experiment with this product, because I like Clubman after shave. The first time I tried this after shave balm I knew it was the right product for me. It is a thick, clear product that you apply with your hands right after your alum block. Going on it has an antiseptic smell to it that disappears as it is absorbed into your skin. It immediately provides a slight (but pleasant) burn, to let you know where you need it, then total calm and a very nice suave feeling. Razor burn disappears immediately. You can then apply your scented after shave lotion of choice. I will buy this again (probably stock up on it with several bottles) and would recommend this product to anyone who is looking for the perfect after shave burn treatment.",1/8/2015
US,38224732,R2PSLVCBFPRCGE,B010FHRA4G,762489956,"Antifungal Soap with Tea Tree Oil & Neem 12oz. Helps Wash Away Athletes Foot, Body Odor, Acne, Jock Itch, Nail Fungus, Ringworm. Foot & Body Wash. 100% Natural Care & Defense Against Skin Irritation",Beauty,5,0,1,N,Y,Worth A Try,Nice Body wash. I suffer from some of the things this is supposed to help. Only time will tell if it makes any difference. I'll up date.,8/25/2015
US,10204080,R1GRP9UKC310EO,B005F2EVMQ,255803087,"Bifesta Mandom Eye Makeup Remover, 145ml",Beauty,5,2,2,N,Y,It worked perfect for my oil to combination skin,"I use BIFESTA Eye Makeup Remover to remove all my makeup, not just for eyes. After using this one, I will use facial cleanser to have a thorough facial cleaning. It worked perfect for my oil to combination skin. Removes makeup very well and doesn't cause any breakouts. I used to use much more expensive makeup removers but I will use BIFESTA from now on.",6/7/2015
US,32150120,R3727W8FI6JRET,B000094ZDX,546382727,Conair Folding Dryer,Beauty,5,0,0,N,Y,It is small and efficient - great for travel,Met my needs for traveling in England. It is small and efficient - great for travel! Would highly recommend.,8/17/2015
US,15047405,R2V7FL0OX0IIP1,B001ET77H0,147708604,"Brut Deodorant, Round Solid, 2.5 Ounces (Pack of 6)",Beauty,2,1,2,N,N,bad for skin,It smells good but its way to strong for skin.. It burns underarms like Cologne... Its like wearing vapor rub under the arms 24hrs.. Burns like hell,2/23/2013
US,16274426,R2J2YLEP6CO9JS,B00461F4PA,608719013,"Baby Foot Exfoliant Foot Peel, Lavender Scented, 2.4 Fl. Oz.",Beauty,5,0,0,N,Y,Peels Away the Nastiness,"My 3rd time using this product and it works great, consistently.",8/30/2015
US,37186133,R3996TFYO3ACWV,B0019QXQGO,836569143,"Orly Nail Lacquer, 06 Fluid Ounce",Beauty,5,0,0,N,Y,Five Stars,I get lots of compliments on this color.,7/28/2015
US,2724889,R12L87TXFMM23I,B001ET77H0,147708604,"Brut Deodorant, Round Solid, 2.5 Ounces (Pack of 6)",Beauty,5,1,1,N,N,This stuff is much better. It smells a little like purell at first ...,This stuff rocks. I have used various different deodorants. Usually the fragrance is strong and after awhile you get a strong mix of BO and fragrance. This stuff is much better. It smells a little like purell at first and then the fragrance they use is not too strong a has a fresh soap scent. I very happy with it and recommend it to any one looking for a good long lasting deodorant. Also I got from Walgreen's/Google shopping express and it was only $1.99 for each one. Great price,2/1/2015
US,25338976,R2JVLUO74HVSST,B005F2EVMQ,255803087,"Bifesta Mandom Eye Makeup Remover, 145ml",Beauty,5,0,0,N,Y,Five Stars,like it so much,3/20/2015
US,823235,RDVNET41V9Y12,B00L0R5494,939153087,"Maybelline New York The Nudes Eye Shadow Palette, 0.34 oz.",Beauty,3,0,0,N,N,Good colors though,"Not a fan of this one as much, I'd much prefer the Naked palette. Good colors though, alright price.",8/31/2015
US,732949,R278KRGVP5XLA9,B00HFQQ0VU,311309827,Waterpik Aquarius Water Flosser,Beauty,5,1,2,N,Y,Great!!!,"Small size ,but sufficient for teeth cleaning. Perfect as my imagine.",6/18/2015
US,13504631,R2FE3RNUT6NIH1,B00TPEKNZY,628818846,EM-3513W Sleep Mask,Beauty,5,0,1,N,N,High Quality Sleeping Mask That Contours To Your Face,"I live in a very street-light lit area. Even with black-out curtains I have trouble falling asleep. One thing I've noticed that really helps are sleeping masks. With that being said, I've tried quite a few and I haven't found one that completely blocked out the light or was comfortable to wear. This mask is different, and possibly one of the best I've ever worn to bed. I purchased a homemade one on Etsy that is still my favorite (because I like the owl print on it), but this one is half the price and just as good in quality- which is why I'm rating it 5 stars.<br /><br />The first thing I noticed about this sleeping mask was the thickness. No light is going to get through this mask! It seems a little bulky at first- especially if you're used to the thin silk masks that are commonly sold. With that being said, once you get used to wearing something like this you'll notice a significant difference in the amount of light that gets through. It truly does create a blacked out environment that is really nice.<br /><br />The mask fit my head perfectly. I have pretty average head size, so I think I can fairly say that this mask can be adjusted to fit anyone. The mask can be adjusted with little sliding adjusters and then has a clasp in the back that secures the mask around your head. The company boasts that the clasp won't snag in hair- and I have very snaggly fine hair. So far it hasn't gotten tangled in my hair, although sometimes I do accidently clasp a few strands of hair into the clip and it pulls them out when I roll around. I just put my hair in a low pony tail to avoid that problem.<br /><br />One thing that I really love about this mask is that it's contoured to fit around the bridge of your nose. Most sleeping masks don't adequate fit around your nose so have small gaps where light can get through. That is not the case with this mask. Because it fits snug around all of the curves of your face- literally no light gets through. That is something that my Etsy eye mask did not have, and it is a feature that a I REALLY appreciated on this specific mask. I have a Jewish nose (a big nose) and it fits well over it.<br /><br />Overall, I do really like this mask. The clasp sometimes clips onto your hair (but that's my own fault for not being more careful), but other than that it's a great product. Very quality sewn and made with good materials. It has a very pretty leafy design (I got the Emerald Forest print) and fits well to my face. I'd definitely recommend this mask for anyone looking for a sleep aid. It'd make a great gift too, and comes in a very pretty box!k did not have, and it is a feature that a I REALLY appreciated on this specific mask. I have a Jewish nose (a big nose) and it fits well over it.<br /><br />Overall, I do really like this mask. The clasp sometimes clips onto your hair (but that's my own fault for not being more careful), but other than that it's a great product. Very quality sewn and made with good materials. It has a very pretty leafy design (I got the Emerald Forest print) and fits well to my face. I'd definitely recommend this mask for anyone looking for a sleep aid. It'd make a great gift too, and comes in a very pretty box!",8/31/2015
US,45789983,R2SZ0EFJ1QKH3H,B001ET77H0,147708604,"Brut Deodorant, Round Solid, 2.5 Ounces (Pack of 6)",Beauty,2,1,2,N,N,One in the hand IS better than 2 on the shelf.,"DO NOT BUY MULTI-PACKS! By the time you use the first, the rest will be all dried up!!!",7/1/2015
US,25938122,R2ZFVO6AWKBKTY,B00C2GNK02,967772237,EyeBuyExpress Rectangle Black Reading Glasses Half Rim Spring Hinges,Beauty,4,1,1,N,Y,Four Stars,very good,8/11/2015
US,45624813,R37TMYW2Q48E5K,B002WTCK50,147194821,DenTek Temparin One Step Max Hold 2.64 gram,Beauty,5,1,1,N,Y,Recommended by my dentist,"Recommended by my dentist. Temporary, but works GREAT!",3/1/2015
US,22547171,REWBOFQ485XEL,B00C2GNK02,967772237,EyeBuyExpress Rectangle Black Reading Glasses Half Rim Spring Hinges,Beauty,5,1,2,N,Y,Five Stars,Good quality and nicely packaged.,2/10/2015
US,21935340,RU38UPEHUTHJE,B00C2GNK02,967772237,EyeBuyExpress Rectangle Black Reading Glasses Half Rim Spring Hinges,Beauty,5,1,1,N,Y,Five Stars,great glasses.,8/9/2015
US,1122970,R68QMS0CNHVH5,B004UZLOBA,170795562,"Paris Woman Perfume, impression of Paris Hilton for Women",Beauty,5,0,0,N,Y,Five Stars,Excelente....,8/31/2015
US,49203751,R39VQR030TA1M4,B00B76ALVO,609267623,"HSI Professional Glider | Ceramic Tourmaline Ionic Flat Iron Hair Straightener | Straightens & Curls with Adjustable Temp | Incl Glove, Pouch, & Travel Size Argan Oil Hair Treatment | Packaging Varies",Beauty,5,0,0,N,N,Ionic review,"I really like this product. It is ready to use as soon as you plug it in. It is built in such a way that it is nearly impossible to burn your fingers or head. I have very fine hair, it grips without damaging my hair.",8/27/2015
US,52513905,R17127BJQDUM96,B000094ZDX,546382727,Conair Folding Dryer,Beauty,5,0,0,N,Y,It works like a charm and will be handy for traveling as ...,I needed a small dryer to remove labels. It works like a charm and will be handy for traveling as well. Great little dryer,8/30/2015
US,13875337,R26JG0YYFG9UKJ,B001ET77H0,147708604,"Brut Deodorant, Round Solid, 2.5 Ounces (Pack of 6)",Beauty,4,2,3,N,Y,Good deodorant.,"I like the scent, since it's not overwhelming but smells classic. Be careful to let it dry a bit before putting on anything dark, since it will dry and show on darker clothes.<br /><br />If you store these, make sure it's somewhere cool and dry. You may find the last couple sticks partially dehydrated when you go to use them. They'll still work, but it looks wierd.",4/2/2014
US,10597358,RN02CZMJQH54Q,B001KYQA1S,9612905,"Maybelline Great Lash Washable Mascara, Clear [110], 1 ea",Beauty,2,0,0,N,Y,"Probably find for lashes, but for eyebrows the brush ...","Probably find for lashes, but for eyebrows the brush is not adequate. I find I have to wipe off a lot of the product before I apply otherwise it is goopy.",5/20/2015
US,1580486,R3QTDG25W42W9W,B009ESL1SY,964968057,Skulls and Roses Ed Hardy Eau De Parfums for Women,Beauty,4,0,1,N,Y,I tried this perfume in a retail store and loved it. So my husband and I decided to ...,I tried this perfume in a retail store and loved it. So my husband and I decided to look it up here to compare the prices and without a doubt this has been the best deal ever. The only thing I'm not sure of this product is if its Authentic or replica because when I spray it it smells great but it doesn't last as long as other perfumes I had before. I have always been a satisfied customer of ed hardy perfumes but not this time.,4/11/2015
US,32242841,R2QQ4AEYXSFF7U,B00B76ALVO,609267623,"HSI Professional Glider | Ceramic Tourmaline Ionic Flat Iron Hair Straightener | Straightens & Curls with Adjustable Temp | Incl Glove, Pouch, & Travel Size Argan Oil Hair Treatment | Packaging Varies",Beauty,4,0,0,N,N,Lives up to its reputation,"I researched several brands and found that this flat iron was a top seller and the price was reasonable.<br />It certainly lives up to its reputation. My hair tends to have an awful curl in high humidity. This flat iron made my hair soft and silky. I did have to redo my hair every morning but my hair remained soft and silky.<br />I don't wear the glove that comes with it. I use it more as a surface protector. My only complaint is a peculiar smell. It's not too bothersome. Overall, it's a great purchase with a fast delivery!",8/24/2015
US,37904681,R1O79W3H22Y9OU,B008Y9M412,874223919,Etude House Fresh Cherry Tint # 02 RD301,Beauty,1,0,2,N,Y,Not for me,"the lip tint consistency wasn't wearable for me, it had a weird taste and was an unpleasant experience. overall I will not be purchasing again.",6/2/2013
US,41550225,R1PD0YBBMHFMLU,B002HWS7RM,255651889,"Diane D722 Color, Perm And Conditioner Processing Caps - 100-Pack - Clear",Beauty,5,0,0,N,Y,So convenient,I deep condition my hair once a week and this is so convenient I can just throw them out afterwards. They are not made for everyday shower cap use they will rip easy.,1/31/2014
US,2221873,R3MVRG7Q5A8MWE,B00HFQQ0VU,311309827,Waterpik Aquarius Water Flosser,Beauty,5,1,1,N,Y,Amazing product!,"My gums are receding, so I need to take a really good care of my oral hygiene. I loved this water flosser. It's strong enough to knock out food of my teeth, which is pretty amazing, and disgusting. I recommend adding Listerine to the water. It kills more the bacteria. Great product!",6/20/2015
